DFS,BFS,AStar,Dijkstra
0.0009095668792724609,0.0023431777954101562,0.006908893585205078,0.09608888626098633
0.025024890899658203,0.0014846324920654297,0.002693653106689453,0.08174633979797363
0.05648970603942871,0.0006983280181884766,0.001847982406616211,0.04878640174865723
0.04067540168762207,0.0016274452209472656,0.0028352737426757812,0.08071303367614746
0.06331396102905273,0.000827789306640625,0.002290487289428711,0.03690528869628906
0.018445968627929688,0.0013575553894042969,0.0038213729858398438,0.0826716423034668
0.018764495849609375,0.00116729736328125,0.002504110336303711,0.07768511772155762
0.06493496894836426,8.249282836914062e-05,0.0009381771087646484,0.0018239021301269531
0.06550431251525879,0.00013136863708496094,0.0011112689971923828,0.006934165954589844
0.044237375259399414,0.001271963119506836,0.0033605098724365234,0.07836389541625977
0.008547782897949219,0.0008351802825927734,0.001987457275390625,0.05983614921569824
0.008566617965698242,0.0021750926971435547,0.008718013763427734,0.09859251976013184
0.040711402893066406,0.0015947818756103516,0.003416299819946289,0.08823513984680176
0.011533975601196289,0.002012968063354492,0.006934642791748047,0.08826160430908203
0.05911540985107422,0.0014767646789550781,0.0038230419158935547,0.08042073249816895
0.0019049644470214844,0.002043008804321289,0.0067081451416015625,0.0923762321472168
0.04801297187805176,0.00026488304138183594,0.0009775161743164062,0.015477657318115234
0.017531156539916992,0.0018875598907470703,0.006606101989746094,0.0919041633605957
0.017474889755249023,0.0002110004425048828,0.0010673999786376953,0.009433984756469727
0.017712831497192383,0.0008296966552734375,0.0019011497497558594,0.058347463607788086
0.04462862014770508,0.0018985271453857422,0.006001710891723633,0.0881049633026123
0.011405467987060547,0.001634359359741211,0.005051136016845703,0.09070181846618652
0.04059410095214844,0.0019791126251220703,0.005346536636352539,0.08955144882202148
0.05827212333679199,0.0014777183532714844,0.0032951831817626953,0.08261942863464355
0.03192138671875,0.0008320808410644531,0.0028536319732666016,0.05419039726257324
0.04093647003173828,0.0035881996154785156,0.005377769470214844,0.08136773109436035
0.006854057312011719,0.0018770694732666016,0.005637645721435547,0.0892479419708252
0.0016524791717529297,0.001373291015625,0.003942251205444336,0.07992720603942871
0.06476521492004395,0.00034737586975097656,0.0014662742614746094,0.022913455963134766
0.0002498626708984375,0.0011029243469238281,0.002814769744873047,0.06699657440185547
0.005468130111694336,0.0009455680847167969,0.0025713443756103516,0.06226229667663574
0.0005776882171630859,0.0012631416320800781,0.002951383590698242,0.07387328147888184
0.00395965576171875,0.0020399093627929688,0.007737159729003906,0.09160208702087402
0.06308174133300781,0.0014798641204833984,0.002967357635498047,0.08863711357116699
0.06488037109375,0.002015829086303711,0.005767107009887695,0.09297823905944824
0.025113582611083984,0.0011506080627441406,0.0027513504028320312,0.07241630554199219
0.024418115615844727,0.0008034706115722656,0.0026493072509765625,0.05671191215515137
0.04665994644165039,0.0026750564575195312,0.0077702999114990234,0.09185099601745605
0.008701086044311523,0.0017423629760742188,0.005283355712890625,0.0907132625579834
0.03481292724609375,0.0019314289093017578,0.007078647613525391,0.09163784980773926
0.00022912025451660156,0.0005319118499755859,0.001451253890991211,0.03326296806335449
0.023685932159423828,0.002206087112426758,0.007553815841674805,0.09105467796325684
0.02298760414123535,0.0011098384857177734,0.0026504993438720703,0.06789398193359375
0.04980134963989258,0.0012221336364746094,0.0036652088165283203,0.07563662528991699
0.05457925796508789,0.0014150142669677734,0.003139495849609375,0.07982611656188965
0.0566408634185791,0.0021355152130126953,0.0067255496978759766,0.09272098541259766
0.056580305099487305,0.0013508796691894531,0.003232717514038086,0.07820510864257812
0.05346870422363281,0.001856088638305664,0.005816936492919922,0.08884453773498535
0.015343904495239258,0.0020003318786621094,0.005620718002319336,0.09241080284118652
