DFS,BFS,AStar,Dijkstra
0.04390120506286621,0.005472421646118164,0.001544952392578125,0.04311633110046387
0.00039267539978027344,0.0007064342498779297,0.0009663105010986328,0.013987541198730469
0.052034616470336914,0.0641031265258789,0.0041046142578125,0.0864558219909668
0.057436466217041016,0.03798484802246094,0.0032532215118408203,0.07941508293151855
0.0031375885009765625,0.011347293853759766,0.0017778873443603516,0.05623960494995117
0.06192326545715332,0.015950918197631836,0.0023641586303710938,0.05812501907348633
0.005336761474609375,0.05604720115661621,0.0034177303314208984,0.08787131309509277
0.056482553482055664,0.0373532772064209,0.00415349006652832,0.07722878456115723
0.013147354125976562,0.07685256004333496,0.00594019889831543,0.08968734741210938
0.002498626708984375,0.00812077522277832,0.0020856857299804688,0.048029184341430664
0.03998064994812012,0.05786895751953125,0.004631519317626953,0.0822758674621582
0.07341623306274414,0.0007922649383544922,0.0012865066528320312,0.013329267501831055
0.05945706367492676,0.061660051345825195,0.0056569576263427734,0.08759164810180664
0.023781776428222656,0.04838442802429199,0.00423741340637207,0.08354425430297852
0.013006210327148438,0.06746053695678711,0.0053675174713134766,0.08351421356201172
0.0042171478271484375,0.07273054122924805,0.006501913070678711,0.08774757385253906
0.0021665096282958984,0.0005276203155517578,0.0012767314910888672,0.01304006576538086
0.019749879837036133,0.010270833969116211,0.0024034976959228516,0.05403494834899902
0.04651021957397461,0.010463476181030273,0.0019180774688720703,0.05072808265686035
0.03622722625732422,0.006602764129638672,0.001257181167602539,0.04450559616088867
0.05572962760925293,0.002245664596557617,0.0009696483612060547,0.025430679321289062
0.047020912170410156,0.04051661491394043,0.0021486282348632812,0.07887387275695801
0.06863570213317871,0.0669851303100586,0.0043125152587890625,0.08253765106201172
0.06418085098266602,0.06812500953674316,0.004834651947021484,0.0940408706665039
0.02933502197265625,0.04490804672241211,0.003972530364990234,0.07887554168701172
0.02560281753540039,0.03466033935546875,0.002935171127319336,0.07619309425354004
0.07304906845092773,0.0005233287811279297,0.0013613700866699219,0.009548187255859375
0.062188148498535156,0.06810426712036133,0.0048787593841552734,0.08636045455932617
0.010186910629272461,0.0014405250549316406,0.0009636878967285156,0.020644664764404297
0.039483070373535156,0.007749319076538086,0.001928567886352539,0.05082082748413086
0.07269716262817383,0.00010347366333007812,0.0007276535034179688,0.003283977508544922
0.0019500255584716797,0.0701148509979248,0.006835460662841797,0.08407950401306152
0.003264904022216797,0.06435799598693848,0.004617929458618164,0.08775568008422852
0.061162471771240234,0.03399848937988281,0.0037114620208740234,0.08578801155090332
0.07787513732910156,0.03223061561584473,0.002973318099975586,0.07535648345947266
0.030467510223388672,0.017208337783813477,0.002428770065307617,0.06798458099365234
0.07025909423828125,0.0026938915252685547,0.00173187255859375,0.026212215423583984
0.011586904525756836,0.049669504165649414,0.00403594970703125,0.09073710441589355
0.0712890625,0.018781423568725586,0.005936145782470703,0.06287527084350586
0.05754804611206055,0.00853276252746582,0.0018820762634277344,0.05185389518737793
0.0852508544921875,0.014037609100341797,0.0022139549255371094,0.05921649932861328
0.009859800338745117,0.051362037658691406,0.004502058029174805,0.08561158180236816
0.021100521087646484,0.012198209762573242,0.002143383026123047,0.05278730392456055
0.035509347915649414,0.03121781349182129,0.0036683082580566406,0.0790395736694336
0.0029892921447753906,0.045227766036987305,0.0034241676330566406,0.08150839805603027
0.007401227951049805,0.016209840774536133,0.0024445056915283203,0.06368279457092285
0.02567124366760254,0.05347442626953125,0.005335092544555664,0.09061288833618164
0.014411687850952148,0.00920248031616211,0.0017554759979248047,0.062180519104003906
0.08022403717041016,0.03346657752990723,0.003578662872314453,0.08678913116455078
0.038954973220825195,0.04849743843078613,0.004349708557128906,0.10253763198852539
0.07112836837768555,0.03447389602661133,0.004728555679321289,0.07877087593078613
0.06411123275756836,0.04452967643737793,0.004381418228149414,0.08135366439819336
0.008737325668334961,0.03644609451293945,0.002711057662963867,0.0812215805053711
5.1975250244140625e-05,8.320808410644531e-05,0.0007596015930175781,0.0019295215606689453
0.010062456130981445,0.06699132919311523,0.006212949752807617,0.08700227737426758
0.00904083251953125,0.03418755531311035,0.0034325122833251953,0.07644128799438477
0.002848386764526367,0.07501220703125,0.0064198970794677734,0.09305644035339355
0.07188034057617188,0.04601597785949707,0.003940582275390625,0.08890295028686523
0.0047190189361572266,0.06419992446899414,0.006312847137451172,0.08958840370178223
0.04417848587036133,0.06190204620361328,0.005063295364379883,0.09181547164916992
0.05910444259643555,0.022182226181030273,0.0026710033416748047,0.06870913505554199
0.034798622131347656,0.07692384719848633,0.0056302547454833984,0.10025596618652344
0.0016736984252929688,0.07999587059020996,0.00597691535949707,0.08370327949523926
0.0005970001220703125,0.05524253845214844,0.0027382373809814453,0.08802556991577148
0.05734729766845703,0.07124805450439453,0.0059778690338134766,0.08302569389343262
0.0003237724304199219,0.00010609626770019531,0.0007879734039306641,0.0028769969940185547
0.00043320655822753906,0.005105257034301758,0.002185821533203125,0.040971994400024414
0.0019354820251464844,0.07110357284545898,0.0061795711517333984,0.08661818504333496
0.07179927825927734,0.06938743591308594,0.00688934326171875,0.08368325233459473
0.02141118049621582,0.040528297424316406,0.002996206283569336,0.080718994140625
